split,target_id,route_id,bridge_count,anchor_number,anchor_id
train,kvasir-seg::cju0roawvklrq0799vmjorwfv,f13a92d469a698bf0eb8c497,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0rx1idathl0835detmsp84,d670739a54c0293003f09732,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0rx1idathl0835detmsp84,b10bd891ea25a097fe9da93d,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0rx1idathl0835detmsp84,2f8d68551e351b55f5657869,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0rx1idathl0835detmsp84,a9d3294d3d88cbbb67edd0cd,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0rx1idathl0835detmsp84,b2740d90a972b7c6fca6dca8,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0rx1idathl0835detmsp84,024f030a13f05c5aa5723e4b,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0rx1idathl0835detmsp84,25f60c50b86dd42472ec4f77,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0s690hkp960855tjuaqvv0,da2d55d0cfae1d432c577a78,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0s690hkp960855tjuaqvv0,af0d49b0a3ee871ad021321c,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0s690hkp960855tjuaqvv0,a888fdf1cd70b689c1066ec5,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0s690hkp960855tjuaqvv0,710221b43b94ba34e41a40e7,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0s690hkp960855tjuaqvv0,e40f49e3bbe60f61d2cd362d,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0s690hkp960855tjuaqvv0,6c401a990c6cffce5c16a289,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0s690hkp960855tjuaqvv0,147b8c6dd7602078114247a8,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0sr5ghl0nd08789uzf1raf,8714c842fe9ac00689013ef3,0,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju0sr5ghl0nd08789uzf1raf,0456e4ffab55935f1d4d2214,1,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju0sr5ghl0nd08789uzf1raf,5792614822f6fe2df1d365f8,2,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju0sr5ghl0nd08789uzf1raf,ef75260cbcc3e2680a66afae,3,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju0sr5ghl0nd08789uzf1raf,561230d0165605a253258ee4,4,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju0sr5ghl0nd08789uzf1raf,44e45fd21482a39ecaa91b63,5,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju0sr5ghl0nd08789uzf1raf,21ddf87f0a72af67a40a1bd4,6,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju0sxqiclckk08551ycbwhno,0df4a72441bb07deab8c86c5,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0sxqiclckk08551ycbwhno,449236a4b3b9318ad1fc28ca,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0sxqiclckk08551ycbwhno,85a7c5fba9d29a1b5b7d51c7,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0sxqiclckk08551ycbwhno,cd43441f5ad9e0b3a10e69bb,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0sxqiclckk08551ycbwhno,589b7e15892fb1a98aef8402,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0sxqiclckk08551ycbwhno,c27c792c70daeb2e15c2df04,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0sxqiclckk08551ycbwhno,1d6cbb6d26adeb0edfb9d5f1,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0t4oil7vzk099370nun5h9,9fd9aeceeeadc0d5c341473c,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0t4oil7vzk099370nun5h9,49d0733cfcabea5c47af366d,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0t4oil7vzk099370nun5h9,c87b34bfd334f84223cd4a2b,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0t4oil7vzk099370nun5h9,0af09e6b1d45cfc992dab60c,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0t4oil7vzk099370nun5h9,3b58831ea29e7ea4f4e0e293,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0t4oil7vzk099370nun5h9,a14e3fa54236987905c126b5,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0t4oil7vzk099370nun5h9,706ac9e129811a17f22f868c,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0tl3uz8blh0993wxvn7ly3,6de4a5ed7413f3f32e73d833,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0tl3uz8blh0993wxvn7ly3,4461a090aada36d4901a2eb5,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0tl3uz8blh0993wxvn7ly3,7d0715104a1102ac401a7a0b,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0tl3uz8blh0993wxvn7ly3,9b06765df44741d8dd69f0c6,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0tl3uz8blh0993wxvn7ly3,4f9f720a030b0f8256a4629b,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0tl3uz8blh0993wxvn7ly3,ce6df29fe2c3fb46a17cb8d4,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0tl3uz8blh0993wxvn7ly3,9191ed3aa63942d00ac8b631,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u2g7pmnux0801vkk47ivj,b42e83ee6d13909ee0eb7e84,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u2g7pmnux0801vkk47ivj,6845d9fc2a75344d0138b445,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u2g7pmnux0801vkk47ivj,fd4df49ed56efa5cffb7c304,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u2g7pmnux0801vkk47ivj,e8cde71e73605681c2f57a55,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u2g7pmnux0801vkk47ivj,fd8ab084c6a4679f1eaf7d66,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u2g7pmnux0801vkk47ivj,163d63f12fa3a677d5dd3a6c,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u2g7pmnux0801vkk47ivj,7dc52af47ad0d247efba9bca,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u82z3cuma0835wlxrnrjv,4c6904023850349961105dd7,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u82z3cuma0835wlxrnrjv,638be425760f1c9ddadde46f,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u82z3cuma0835wlxrnrjv,c6c438ca7206bbe4e8785172,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u82z3cuma0835wlxrnrjv,dcd33b13bf7beaf2cb861a54,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u82z3cuma0835wlxrnrjv,a003f88f6b2ee0700925fe3f,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u82z3cuma0835wlxrnrjv,07120d35ddd7b11119eade88,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0u82z3cuma0835wlxrnrjv,2f5edd9ec7ea7f962258b99c,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju0vtox5ain6099360pu62rp,70eddcd6c0dac79bf1c26feb,0,3,kvasir-seg::cju34ymm8d6700799uop0cw33
train,kvasir-seg::cju0vtox5ain6099360pu62rp,f9f9bf4fa1dc9a19257f9451,1,3,kvasir-seg::cju34ymm8d6700799uop0cw33
train,kvasir-seg::cju0vtox5ain6099360pu62rp,dd37fc78c43b6d962548730d,2,3,kvasir-seg::cju34ymm8d6700799uop0cw33
train,kvasir-seg::cju0vtox5ain6099360pu62rp,531b9dfde909ffaa00671e4f,3,3,kvasir-seg::cju34ymm8d6700799uop0cw33
train,kvasir-seg::cju0vtox5ain6099360pu62rp,0b8539b53db0e6c4984cff11,4,3,kvasir-seg::cju34ymm8d6700799uop0cw33
train,kvasir-seg::cju0vtox5ain6099360pu62rp,8d514fb57fe65b2963cab13b,5,3,kvasir-seg::cju34ymm8d6700799uop0cw33
train,kvasir-seg::cju0vtox5ain6099360pu62rp,1047442d22bfac62a5aa24c4,6,3,kvasir-seg::cju34ymm8d6700799uop0cw33
train,kvasir-seg::cju13fwthn9mq0835gacxgy01,b59c777aacde6b689d7a065f,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13fwthn9mq0835gacxgy01,e2b8f3422e8a6c7cd60e09d0,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13fwthn9mq0835gacxgy01,50388fea29ae761e64432787,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13fwthn9mq0835gacxgy01,466e73bafdb0dd01ba8398ff,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13fwthn9mq0835gacxgy01,f85375320c5f44b423cd5614,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13fwthn9mq0835gacxgy01,dba82455dc2690240889ce3d,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13fwthn9mq0835gacxgy01,38149eba1d905aeb7cb184a3,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13hp5rnbjx0835bf0jowgx,ad42166314949c38bed26fa8,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13hp5rnbjx0835bf0jowgx,3f48e74d3f6a591e21333241,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13hp5rnbjx0835bf0jowgx,f798eee08077ae4a669f5a9d,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13hp5rnbjx0835bf0jowgx,9a7dcc0029b49a364d2ae4ea,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13hp5rnbjx0835bf0jowgx,797d9664edb2b6142b5477fd,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13hp5rnbjx0835bf0jowgx,8935c7a975ebc85195a368e6,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju13hp5rnbjx0835bf0jowgx,a658125632aa941736bf3be6,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14g8o4xui30878gkgbrvqj,5ded6a6f474630aa4787806b,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14g8o4xui30878gkgbrvqj,5314257e47ee07dc4e19d970,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14g8o4xui30878gkgbrvqj,ee1d933a68e9b1aa631b83f0,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14g8o4xui30878gkgbrvqj,0ab8d19e9f36e203b685a1d3,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14g8o4xui30878gkgbrvqj,f20ff1534f808c4ef981f588,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14g8o4xui30878gkgbrvqj,6e919efd581800b1ec6575b6,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14g8o4xui30878gkgbrvqj,33ce927d12ef90fdc68eb6e2,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14hjh2ob2o0835ouz3r5aa,b4fa4796ceb21977a1198e02,0,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju14hjh2ob2o0835ouz3r5aa,80e3d44d9ab519140e684f03,1,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju14hjh2ob2o0835ouz3r5aa,e20fcf38e214d815cee153b1,2,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju14hjh2ob2o0835ouz3r5aa,e2ea6e02a570ed2862664ea0,3,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju14hjh2ob2o0835ouz3r5aa,b7025d03b3bebaf157e08450,4,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju14hjh2ob2o0835ouz3r5aa,982442d65149dd1e7fe2b82d,5,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju14hjh2ob2o0835ouz3r5aa,a448e9b6df1dab20215f6575,6,6,kvasir-seg::cju7aklv31h4309871m29l4e7
train,kvasir-seg::cju14pxbaoksp0835qzorx6g6,e728fc5f580afd318ea8e415,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14pxbaoksp0835qzorx6g6,59f871750c852b93176e36a7,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14pxbaoksp0835qzorx6g6,898fddc378fc07e3ab0dc2ea,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14pxbaoksp0835qzorx6g6,dd1b418c6c940a536c879120,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14pxbaoksp0835qzorx6g6,3b669b42aee616f97902f6a9,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14pxbaoksp0835qzorx6g6,023bec229499a3e086539554,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju14pxbaoksp0835qzorx6g6,f9f9ab8b25457d4e8380f36f,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15czxqp3lv0835jvhgzurz,41402eb646803a5bbe38e218,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15czxqp3lv0835jvhgzurz,a650adfba3697a542883f5ed,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15czxqp3lv0835jvhgzurz,b31ca1e7ca2eb84f4eeb823f,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15czxqp3lv0835jvhgzurz,8235b302f066856723e61104,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15czxqp3lv0835jvhgzurz,8f52fa730db84234fcea41df,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15czxqp3lv0835jvhgzurz,d61d7243c72960c242e2d09e,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15czxqp3lv0835jvhgzurz,7ea377e9100994cb0e854ab4,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15jr8jz8sb0855ukmkswkz,affb9a57808d7e28ac2bfcdb,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15jr8jz8sb0855ukmkswkz,2635afcc5ff593cf30fb0e7d,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15jr8jz8sb0855ukmkswkz,9057c2dc5042bcda95d799aa,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15jr8jz8sb0855ukmkswkz,72d38957d131af24e5d2499d,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15jr8jz8sb0855ukmkswkz,28427767da29b776996b39a5,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15jr8jz8sb0855ukmkswkz,6d977d56fbbfbe7b07b91ef0,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15jr8jz8sb0855ukmkswkz,14b7f57a8a0f8c60938545e1,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15l5ubz9yh0855b3ivdpse,2589bcac7c6e47cbd50cb0cd,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15l5ubz9yh0855b3ivdpse,15430d3b5e235083ad3c1ff5,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15l5ubz9yh0855b3ivdpse,4d8fd95a4ffe76180aa345dc,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15l5ubz9yh0855b3ivdpse,7afaeaae10dd36fa2ab095c3,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15l5ubz9yh0855b3ivdpse,396b5e6f6976a6cdd4c1ae89,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15l5ubz9yh0855b3ivdpse,c78da759c6bee66444b8cfe9,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15l5ubz9yh0855b3ivdpse,528c6c49f1f05b0289a119c3,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15mhjczc8z0801kit5c6di,34601d31c051e975276c1411,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15mhjczc8z0801kit5c6di,aa138219acdc826702aedf91,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15mhjczc8z0801kit5c6di,eb6c569d92873b91c0187d61,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15mhjczc8z0801kit5c6di,e8639bfc1c951cc32dbc16be,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15mhjczc8z0801kit5c6di,be9121c9f314dd79d713c588,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15mhjczc8z0801kit5c6di,2d2c79973a534b38fec0ec52,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15mhjczc8z0801kit5c6di,9eefc807ff470427753871da,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15ptjtppz40988odsm9azx,300b497734608bc3226a547b,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15ptjtppz40988odsm9azx,057efc9d7c5e06a4d9b8d7c1,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15ptjtppz40988odsm9azx,d5f3e95f2cd53ba436bd54d4,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15ptjtppz40988odsm9azx,5d08f4eaa266eb8e3c73606a,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15ptjtppz40988odsm9azx,5ac27452c8d05f1041383f74,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15ptjtppz40988odsm9azx,37755c8981edc4a640007135,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15ptjtppz40988odsm9azx,394a7fde8ff1c6a3bfae1f07,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15wdt3zla10801odjiw7sy,58a0400a0b4bdc940d6a9398,0,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15wdt3zla10801odjiw7sy,64132cbf579696b16cb952ae,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15wdt3zla10801odjiw7sy,05847fc950cce491e50f72bc,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15wdt3zla10801odjiw7sy,3382d0bbba271a521cf6272b,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15wdt3zla10801odjiw7sy,4afbb5f2dbe8168c551191a7,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15wdt3zla10801odjiw7sy,07f80f2cbfa419da46dfe309,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju15wdt3zla10801odjiw7sy,61e606446e3bde22fc9f46c3,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju160wshltz10993i1gmqxbe,4ac0f301d9562fc59aff0231,0,7,kvasir-seg::cju8bj2ssrmlm0871gc2ug2rs
train,kvasir-seg::cju160wshltz10993i1gmqxbe,01bf6f4e12b0ddf6d6c7b114,1,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju160wshltz10993i1gmqxbe,67010cc0793995c094c248aa,2,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju160wshltz10993i1gmqxbe,a1844a17d93ad5bd0dfa4a0c,3,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju160wshltz10993i1gmqxbe,a9bea94c50a25fa6ba3f7fae,4,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju160wshltz10993i1gmqxbe,05d61c91072b6954cb183724,5,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
train,kvasir-seg::cju160wshltz10993i1gmqxbe,030177e9534866515435f76f,6,1,kvasir-seg::cju1c4fcu40hl07992b8gj0c8
